NH4+;18.034374
Na+;22.98977
K+;38.9637
HCOONH4;63.032028
HCOONa;67.987425
HCOOK;83.961362
CH3COONH4;77.047679
CH3COONa;82.003075
CH3COOK;97.977013
CH3OH;32.026215
C2H5OH;46.041865
Isopropanol;60.057515
ACN;41.026549
