NH4+;18.034374
Na+;22.98977
K+;38.9637
Cl-;34.969402
Br-;78.918336
F-;18.998403
HCOO-;44.997654
CH3COO-;59.013304
H2O;18.010565
NO3-;61.987819
CH3OSO3-;110.975207
HCO3-;60.99257
