H;1.007825
NH4+;18.034374
Na+;22.98977
K+;38.9637
Cl-;34.969402
Br-;78.918336
HCOO-;44.997654
CH3COO-;59.013304
HCOONH4;63.032028
HCOONa;67.987425
HCOOK;83.961362
CH3COONH4;77.047679
CH3COONa;82.003075
CH3COOK;97.977013
